job_title,posting_date,company_name,location,seniority_level,employment_type,job_function,industries,experience,skills
Data Engineer,2023-03-31,Palo Alto Networks,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"Quality Assurance, Product Management, and Engineering",Computer and Network Security,Unknown,"Dataflow, BigQuery, Kubernetes, Cassandra, BigData, Spark, database, Golang, Redis, Airflow, cloud, GCP, Python, Kinesis"
Data Analyst,2023-03-27,TELUS International AI Data Solutions,"Nahariyya, North District, Israel",Entry level,Part-time,"Information Technology, Analyst, and Research",IT Services and IT Consulting,8+,"AI, English, Hebrew"
Data Engineer,2023-03-31,Akamai Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Engineering and Information Technology,"Software Development, Computer Networking Products, and Technology, Information and Internet",3+,"Kubeflow, flourish, pytorch, Scala, tensorflow, ML, BigData, Apache, Kubernetes, Cloud, cloud, Python, Kafka, Spark, Airflow"
ML/AI Engineer,2023-03-27,Taboola,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",5+,"DL, analysis, SQL, Scala, ML, Algorithms, visualization, Python, coding, Java, C"
Data Engineer,2023-03-29,JLL Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Information Technology & Services,5+,"SQL, BigQuery, English, pandas, PowerBI, ETL, Snowflake, Python, numpy, cloud, Industrial"
Data Analyst,2023-03-31,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"r, server, python, analysis, tableau, SQL, English, ML, Statistics, Economics, PowerBI, mining, programming, visualization, Mathematics, statistics, Tableau, sql"
Data Engineer,2023-03-29,Simply (formerly JoyTunes),"Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering,Musicians,5+,"SQL, PowerBI, ETL, Python, Tableau"
Data Engineer,2023-03-29,ZipRecruiter,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,Software Development,5+,"DBs, MapReduce, Azure, SQL, Scala, GoogleCloud, ML, DynamoDB, AWS, Cloud, Python, coding, Kafka, Spark, Airflow"
Data Analyst,2023-03-31,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"marketing, AB, tableau, English, VBA, programming, sql, analysis, SQL, PowerBI, server, python, ML, mining, visualization, Python, R, r, statistics, Tableau"
Data Analyst,2023-03-30,Ultra Clean Technology,"Nof HaGalil, North District, Israel",Mid-Senior level,Full-time,Information Technology,Semiconductor Manufacturing,5+,"APIs, AB, analyze, reports, Programming, Math, programming, SAP, dashboards"
Data Engineer,2023-03-30,Tremor International Ltd.,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,6+,"DBs, SQL, Scala, Kubernetes, Db, ETL, Hadoop, Pipelines, Kafka, Spark, Java"
Data Analyst,2023-03-31,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Management and Manufacturing,"Technology, Information and Internet",6+,"AB, tableau, programming, economics, sql, mathematics, analysis, SQL, PowerBI, Spark, server, python, ML, mining, visualization, Python, R, C, r, Excel, statistics, Tableau, Pandas"
Data Engineer,2023-03-28,Rapid,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Information Technology & Services,4+,"pipeline, Scala, AWS, cloud, coding, Spark"
Data Engineer,2023-03-30,Armis,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer and Network Security,5+,"MySQL, Docker, HDFS, SQL, Scala, Kubernetes, Apache, AWS, ML, Hadoop, cloud, programming, Python, GoogleCloud, Kafka, Spark, Java"
Data Engineer,2023-03-31,Cross River,"Jerusalem District, Israel",Mid-Senior level,Full-time,Information Technology,Financial Services,4+,"SQL, HTML, Programming, programming, JS, Python, pipelines"
Data Analyst,2023-03-26,Stratasys,"Rehovot, Center District, Israel",Mid-Senior level,Temporary,Human Resources,Printing Services and Software Development,Unknown,"Excel, English, Economics, Statistics, C"
ML/AI Engineer,2023-03-25,IBM,"Givatayim, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,9+,"DBs, API, SQL, Cloud, AI, Python, cloud"
Data Engineer,2023-03-26,Transmit Security,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,5+,"MLOps, Docker, Linux, Azure, SQL, Scala, AWS, MongoDB, Airflow, cloud, programming, Python, Redis, Kafka, Java, Spark, GCP"
Data Analyst,2023-03-29,Gartner,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Research Services",Unknown,"analysis, Cloud, Analyze, SAP, cloud, C"
BI Developer,2023-03-31,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",3+,"tableau, English, programming, sql, analysis, SQL, DBA, PowerBI, ETL, server, scrum, python, ML, mining, visualization, javascript, r, statistics, coding, Tableau"
Data Analyst,2023-03-28,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",5+,"mathematics, C, Excel, analysis, SQL, ML, PowerBI, visualization, programming, Python, Spark, economics, Tableau, Pandas, R"
Data Analyst,2023-03-30,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",5+,"AB, Javascript, Scrum, Redshift, SQL, BigData, PowerBI, JS, Snowflake, Spark, ML, visualization, Python, Kafka, R, GCP, Java, Hadoop, Tableau, GIT"
Data Analyst,2023-03-25,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",3+,"r, server, python, analysis, tableau, SQL, English, ML, Statistics, Economics, PowerBI, mining, programming, visualization, Mathematics, statistics, Tableau, sql"
Data Analyst,2023-03-31,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",5+,"r, server, python, analysis, tableau, SQL, ML, database, PowerBI, mining, visualization, programming, statistics, Tableau, sql"
ML/AI Engineer,2023-03-25,IBM,"Givatayim, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,7+,"DBs, API, SQL, Cloud, AI, Python, cloud"
Data Analyst,2023-04-03,comblack,"Lod, Center District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"PYTHON, TENSORFLOW, PowerBI, SQL"
BI Developer,2023-04-03,Sensi.AI,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"Research, Analyst, and Information Technology",Software Development,3+,"visualization, Python, English, SQL, reports, Tableau, PowerBI"
Data Analyst,2023-04-04,Beach Bum,"Raanana, Center District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,Unknown,"visualization, analysis, Statistics, English, SQL, Math, marketing, AB, Tableau, Industrial, mining, PowerBI, Excel"
Data Analyst,2023-04-03,Saban Digital Marketing,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"HTML, SQL"
Data Analyst,2023-04-05,entrio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"analyze, Python"
Data Analyst,2023-04-05,Bigabid,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Advertising Services,5+,"Programming, Python, Tableau, SQL"
Data Analyst,2023-04-06,Flare,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Information Technology,"Technology, Information and Internet, Marketing Services, and Business Consulting and Services",3+,"visualization, SQL, AB, SAAS, Tableau, C, PowerBI"
Data Analyst,2023-04-05,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,3+,"Python, Statistics, analysis, mathematics, SQL, Economics, Industrial, R"
Data Scientist,2023-04-05,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,Computer Games,4+,"Python, Statistics, analysis, SQL, ML, Mathematics, programming"
Data Analyst,2023-04-06,Houlihan Lokey,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Finance and Sales,Investment Banking,Unknown,"analysis, English, reports, marketing, analyze, Hebrew, Excel"
Data Analyst,2023-04-05,EverC,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Finance and Sales,"Transportation, Logistics, Supply Chain and Storage",3+,"English, Python, SQL, ML, analyze, Excel"
Data Analyst,2023-04-04,D-ID,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"SQL, AB, BigQuery, statistics, PowerBI"
Data Analyst,2023-04-03,Insait IO,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"visualization, Python, analysis, SQL, ML, marketing, Tableau, R"
BI Developer,2023-04-03,Riverside.fm,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,Software Development,3+,"Python, SQL, Coding, DWH, DBs, NoSQL"
Data Analyst,2023-04-05,WSC Sports,"Givatayim, Tel Aviv District, Israel",Not Applicable,Full-time,Finance and Sales,"Technology, Information and Media",Unknown,"English, SQL, Economics, PowerQuery, PowerBI"
Data Analyst,2023-03-31,StoreNext Technologies,"Petah Tikva, Center District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"analysis, reports, economics, marketing, Excel"
Data Analyst,2023-04-04,Beach Bum,"Raanana, Center District, Israel",Mid-Senior level,Full-time,"Analyst, Business Development, and Strategy/Planning",Entertainment Providers and Computer Games,3+,"English, SQL, Tableau, Industrial, Excel"
Data Scientist,2023-04-06,Fiverr,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",5+,"algorithms, Python, SQL, ML, Spark, AI, statistics, excel, BigData, NoSQL"
Data Analyst,2023-04-04,Gtech,"Tel Aviv-Yafo, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"ML, AI"
ML/AI Engineer,2023-04-06,Intel Corporation,"Petah Tikva, Center District, Israel",Internship,Internship,Education and Training,Semiconductor Manufacturing,Unknown,"algorithms, DL, Python, ML, Spark, html, AI, statistics, analyze, SciKit-Learn, programming"
Data Engineer,2023-04-03,Nelson System Integration,"Tel Aviv-Yafo, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,2+,"Azure, English, cloud, Linux, coding, APIs, Programming, ETL, GCP, AWS, Hebrew"
Data Analyst,2023-04-04,Aqurate Data,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"Cognos, DWH, ETL, sql, Tableau, PowerBI"
Data Analyst,2023-04-02,Kemtai,"Petah Tikva, Center District, Israel",Part-time,Unknown,Unknown,Unknown,Unknown,"DL, Computer-Vision, analyze"
Data Analyst,2023-04-03,no name,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,2+,"English, dashboards, marketing, Marketing, C"
BI Developer,2023-04-04,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,2+,"visualization, Python, Looker, SQL, Airflow, DWH, Snowflake, BigQuery, ETL, Tableau, QlikView, PowerBI, Redshift"
ML/AI Engineer,2023-04-01,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,Computer Games,2+,"Azure, Python, Nodejs, Docker, cloud, ML, Kubernetes, GCP, AWS, SciKit-Learn"
Data Engineer,2023-04-04,Gtech,"Rishon LeZion, Center District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"SQL, HIVE, ML, KAFKA, MongoDB, ORACLE"
Data Analyst,2023-04-05,SQLink Group,"Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Software Development, Computer and Network Security, and Strategic Management Services",Unknown,"excel, English, Cloud"
Data Analyst,2023-04-05,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Software Development and Technology, Information and Internet",3+,"visualization, analysis, Python, mathematics, SQL, reports, economics, analyze, Tableau, C, statistics, R, Excel"
Data Analyst,2023-04-04,Recruitx,"Rehovot, Center District, Israel",Mid-Senior level,Full-time,Marketing,Unknown,2+,"analysis, economics, marketing, Industrial, Excel"
BI Developer,2023-04-03,Ethosia,"Tel Aviv District, Israel",Associate,Full-time,Analyst,Software Development,4+,"Looker, SQL, DWH, Pandas, Talend, Marketing, Tableau, ETL, python, numpy, PowerBI"
Data Analyst,2023-04-04,Recruitx,"Rehovot, Center District, Israel",Mid-Senior level,Full-time,Marketing,Advertising Services and Software Development,2+,"analysis, economics, marketing, Industrial, Excel"
BI Developer,2023-04-02,Cal (Israel Credit Cards),"Givatayim, Tel Aviv District, Israel",Associate,Full-time,Information Technology,Banking and Financial Services,Unknown,"Informatica, ETL, PowerBI"
Data Analyst,2023-04-01,Navan,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,3+,"visualization, English, Python, Statistics, SQL, Math, Economics, Marketing, Tableau, statistics, Industrial, Looker, Excel"
BI Developer,2023-04-04,Experis,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst and Strategy/Planning,Staffing and Recruiting,Unknown,"Tableau, DWH, ETL, PowerBI"
Data Engineer,2023-04-03,Madeira Data Solutions,Israel,Full-time,Unknown,Unknown,Unknown,5+,"Azure, English, Server, Database, Databricks, SQL, Analysis, PowerBI, NoSQL, Hebrew"
Data Analyst,2023-04-05,Tel Aviv Startup Jobs,"Herzliya, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"SQL, TABLEAU, C, DB, PowerBI"
Data Engineer,2023-04-01,NielsenIQ,"Yoqneam Illit, North District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Information Services,4+,"Python, English, Database, DB, SQL, Kubernetes, Kafka, Spark, Cloud, Java, Scala, BigData, PowerBI"
Data Analyst,2023-04-04,KLA,"Center District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology",Semiconductor Manufacturing,5+,"English, EXCEL, SAP"
Data Analyst,2023-04-04,Teva Pharmaceuticals,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Strategy/Planning, Finance, and Analyst",Biotechnology Research and Pharmaceutical Manufacturing,5+,"analysis, English, pipeline, Economics, Excel"
Data Engineer,2023-04-04,Gtech,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"SQL, Oracle, HIVE, economics, marketing, MongoDB, industrial"
Data Analyst,2023-04-03,Varonis,"Herzliya, Tel Aviv District, Israel",Associate,Full-time,Finance and Sales,"IT Services and IT Consulting, Software Development, and Computer and Network Security",2+,"English, Economics, Excel"
ML/AI Engineer,2023-04-06,Amazon Web Services (AWS),"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Science, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Unknown,"pipeline, cloud, ML, Cloud, c, AWS, AI"
Data Analyst,2023-03-31,Payoneer,"Petah Tikva, Center District, Israel",Associate,Full-time,Business Development and Marketing,Financial Services,3+,"English, SQL, flourish, marketing, PowerBI, BigQuery, statistics, Looker, Excel"
Data Analyst,2023-04-05,Flare,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet, Marketing Services, and Business Consulting and Services",6+,"visualization, SQL, AB, SAAS, Tableau, C, PowerBI"
Data Analyst,2023-04-03,Fiverr,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",6+,"AB, Statistics, excel, SQL"
BI Developer,2023-04-04,SQLink Group,"Tel Aviv District, Israel",Associate,Full-time,Engineering and Information Technology,"Software Development, Computer and Network Security, and Strategic Management Services",3+,"English, SAP"
Data Analyst,2023-04-02,InspHire,"Center District, Israel",Mid-Senior level,Full-time,Analyst and Management,Computer Games,2+,"visualization, Python, English, SQL, Tableau, statistics, Excel"
Data Analyst,2023-04-03,TELUS International AI Data Solutions,"Kefar Uriyya, Jerusalem District, Israel",Entry level,Part-time,"Information Technology, Analyst, and Research",IT Services and IT Consulting,8+,"English, Hebrew, AI"
Data Engineer,2023-04-03,"Dealtale, A VIANAI Company","Herzliya, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"Statistics, pipeline, SQL, Apache, ELT, BigData, Hadoop, JS, Spark, Snowflake, Kafka, AWS, Python, Airflow, cloud, ML, Hive, ETL, Scala, AI, Redshift, programming, Presto, DWH, pipelines, Java, Glue, mining, Parquet"
Data Engineer,2023-04-04,Unilink Ltd.,"Rishon LeZion, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Unknown,"MongoDB, BigData"
Data Analyst,2023-04-04,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Software Development and Technology, Information and Internet",3+,"visualization, analysis, SQL, reports, dashboards, AB, Tableau, analyze, PowerBI"
Data Engineer,2023-04-06,Melio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Financial Services,6+,"Azure, Python, SQL, cloud, ML, DWH, Spark, Snowflake, Kafka, pipelines, Apache, BigQuery, ETL, GCP, AWS, NoSQL, Kinesis"
Data Scientist,2023-04-05,Gilead Sciences,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"Research, Analyst, and Information Technology",Biotechnology Research and Pharmaceutical Manufacturing,Unknown,Unknown
Data Engineer,2023-04-05,Intuit,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,2+,"visualization, Python, SQL, Vertica, cloud, ML, Linux, Spark, dashboards, pipelines, ETL, Tableau, Scala, BigData, database, Redshift"
Data Engineer,2023-04-04,NeuReality,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"algorithms, cloud, Kubernetes, python, C, programming"
Data Analyst,2023-04-03,Riskified,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,5+,"analysis, Statistics, Looker, SQL, Math, ML, Tableau, statistics, Industrial, PowerBI"
Data Engineer,2023-04-04,NeuReality,"Caesarea, Haifa District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"algorithms, Python, cloud, Kubernetes, C, programming"
Data Engineer,2023-04-04,Beach Bum,"Raanana, Center District, Israel",Mid-Senior level,Full-time,Engineering,Computer Games,3+,"MySQL, DBA, DB, BigData, database"
Data Analyst,2023-04-05,Gong,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Software Development,4+,"visualization, analysis, Python, SQL, dashboards, Tableau, analyze, Excel, programming"
Data Analyst,2023-04-01,Scopely,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Entertainment Providers,4+,"visualization, Python, Looker, SQL, BigQuery, Tableau, Qlikview, R, PowerBI"
Data Analyst,2023-04-06,HiBob,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,IT System Custom Software Development,Unknown,Unknown
Data Engineer,2023-04-04,Matrix DnA,"Herzliya, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"Server, Oracle, SQL, DBA, MySQL, DWH, ETL, database, programming"
Data Engineer,2023-04-04,Datacube,"Rishon LeZion, Center District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"Hadoop, SQL, Kafka, MongoDB, BigData"
Data Engineer,2023-04-04,Zesty,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,Unknown,"Postgres, SQL, MySQL, Kubernetes, GCP, BigData, Elasticsearch, MLflow, Databricks, Spark, Kafka, Snowflake, AWS, Python, Athena, Airflow, cloud, Scala, DynamoDB, programming, Azure, pipelines, Java, NoSQL"
Data Analyst,2023-04-05,Boston Scientific,"Yokneam Ilit, North District, Israel",Entry level,Full-time,Customer Service,Medical Equipment Manufacturing,3+,"R, English, QA"
Data Analyst,2023-03-31,monday.com,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Sales and Business Development,Software Development,2+,"English, Looker, Oracle, SQL, DWH, Snowflake, Tableau, PowerBI"
Data Analyst,2023-04-03,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",4+,"server, SQL, Tableau, visualization, tableau, PowerBI, VBA, analysis, Python, ML, r, sql, python, programming, English, marketing, AB, statistics, R, mining"
Data Engineer,2023-04-02,Shabak - Israeli Security Agency - Career,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Other and Engineering,Government Administration,3+,"Python, Hadoop, SQL, Airflow, ELK, Hive, Kafka, Spark, HDFS, Java, Scala, BigData, NoSQL"
Data Analyst,2023-04-04,Ethosia,"Rehovot, Center District, Israel",Mid-Senior level,Full-time,Human Resources and Analyst,Printing Services and Computer Hardware Manufacturing,Unknown,"English, Statistics, Economics, C, Excel"
Data Engineer,2023-04-06,NI (National Instruments),"Holon, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing and Software Development",3+,"Azure, SQL, MySQL, DBA, Oracle, Linux, Vertica, DWH, cloud, ETL, AWS, database, programming"
Data Engineer,2023-04-03,Undisclosed,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Financial Services,5+,"SQL, MySQL, Linux, Cloud, Prometheus, MongoDB, Cassandra, GCP"
Data Analyst,2023-03-31,Haleon,Israel,Mid-Senior level,Full-time,Sales and Business Development,Consumer Services,3+,"PowerQuery, English, PowerBI, Excel"
Data Analyst,2023-04-03,Outbrain,"Netanya, Center District, Israel",Mid-Senior level,Full-time,Sales and Business Development,"Advertising Services and Technology, Information and Internet",2+,"analysis, SAP"
Data Analyst,2023-04-03,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",4+,"server, SQL, Tableau, visualization, tableau, PowerBI, VBA, analysis, Python, ML, r, sql, python, programming, English, marketing, AB, statistics, R, mining"
Data Analyst,2023-04-03,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Marketing and Sales,"Technology, Information and Internet",4+,"server, SQL, Tableau, visualization, tableau, PowerBI, VBA, analysis, Python, ML, r, sql, python, programming, English, marketing, AB, statistics, R, mining"
Data Engineer,2023-04-04,TWINGO,"Center District, Israel",Mid-Senior level,Full-time,Information Technology and Engineering,Software Development,4+,"DBA, BigData, Linux"
Data Scientist,2023-04-01,Intuit,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,7+,"Azure, algorithms, Python, Statistics, Keras, SQL, Math, cloud, ML, Pandas, GCP, AWS, R, Numpy, mining, Mining"
Data Engineer,2023-04-05,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Software Development and Technology, Information and Internet",3+,"Python, Database, Oracle, MySQL, SQL, cloud, Linux, marketing, MongoDB, AWS, R, DB, NoSQL, database, programming"
Data Engineer,2023-04-03,Ethosia,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Engineering, Analyst, and Information Technology",Software Development,Unknown,"visualization, Python, Athena, cloud, coding, Kubernetes, marketing, PowerBI, Pandas, Tableau, numpy, Pyspark, BigData, Jupyter, Looker"
Data Engineer,2023-04-06,NI (National Instruments),"Holon, Tel Aviv District, Israel",Associate,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing and Software Development",3+,"analysis, Hadoop, server, cloud, Linux, Spark, Java, API, BigData, NoSQL, programming"
Data Engineer,2023-03-31,Placer.ai,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,5+,"Python, Airflow, cloud, ai, coding, Spark, Pandas, Kafka, pipelines, Dashboard, Scala, AI, C, Terraform"
Data Engineer,2023-04-03,JLL Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Information Technology & Services,5+,"Python, English, SQL, cloud, Snowflake, BigQuery, ETL, Industrial, numpy, PowerBI, pandas"
Data Analyst,2023-04-03,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"server, SQL, Tableau, visualization, tableau, PowerBI, VBA, analysis, Python, ML, r, sql, python, programming, English, marketing, AB, statistics, R, mining"
Data Engineer,2023-03-31,Akamai Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Engineering and Information Technology,"Software Development, Computer Networking Products, and Technology, Information and Internet",3+,"Python, Airflow, cloud, ML, pytorch, flourish, Kubernetes, Spark, Kafka, Cloud, Apache, tensorflow, Scala, Kubeflow, BigData"
ML/AI Engineer,2023-04-04,DoubleVerify,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,5+,"MLFlow, Kubernetes, Sklearn, GCP, BigData, Kafka, Snowflake, Spark, AWS, Kotlin, Computer-Vision, MLOps, Python, Airflow, Docker, ML, cloud, Tensorflow, Scala, Kubeflow, AI, NLP, Azure, algorithms, Java, BigQuery"
Data Engineer,2023-04-05,Amazon Web Services (AWS),"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Consulting, Information Technology, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Unknown,"English, Server, Database, Redis, SQL, MySQL, cloud, Cloud, MongoDB, AWS, Hebrew"
Data Engineer,2023-04-02,Shabak - Israeli Security Agency - Career,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Other and Engineering,Government Administration,2+,"Python, Hadoop, Oracle, Linux, Spark, Kafka, Scala"
Data Engineer,2023-03-31,Palo Alto Networks,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"Quality Assurance, Product Management, and Engineering",Computer and Network Security,Unknown,"Python, Redis, Airflow, Golang, cloud, Kubernetes, Spark, Cassandra, BigQuery, Dataflow, GCP, BigData, database, Kinesis"
Data Engineer,2023-04-01,ZoomInfo,"Ra'anana, Center District, Israel",Mid-Senior level,Full-time,Information Technology,Information Services and Software Development,Unknown,"cloud, ML, marketing, ETL, GCP, AWS, AI, analyze, database"
Data Analyst,2023-04-05,Stratasys,"Rehovot, Center District, Israel",Mid-Senior level,Temporary,Human Resources,Printing Services and Software Development,Unknown,"English, Statistics, Economics, C, Excel"
Data Analyst,2023-04-05,Ultra Clean Technology,"Nof HaGalil, North District, Israel",Mid-Senior level,Full-time,Information Technology,Semiconductor Manufacturing,5+,"SAP, reports, Math, APIs, dashboards, Programming, AB, analyze, programming"
Data Engineer,2023-04-01,EY,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Professional Services,5+,"Azure, English, Hadoop, Server, Python, Databricks, SQL, cloud, GoogleCloud, Spark, Snowflake, Scrum, ETL, AWS, BigData, PowerBI"
